Driver,DriverNumber,LapNumber,LapTimeSeconds,Sector1Seconds,Sector2Seconds,Sector3Seconds,Stint,Compound,TyreLife,FreshTyre,PitInTime,PitOutTime,TrackStatus,Position,Deleted
GAS,10,44.0,116.481,51.887,41.099,23.495,4.0,SOFT,1.0,True,,7898.724,1,18.0,True
GAS,10,45.0,94.805,30.509,40.913,23.383,4.0,SOFT,2.0,True,,,1,18.0,False
GAS,10,46.0,95.293,30.758,41.137,23.398,4.0,SOFT,3.0,True,,,1,18.0,False
GAS,10,47.0,95.341,30.735,41.065,23.541,4.0,SOFT,4.0,True,,,1,18.0,False
GAS,10,48.0,95.411,30.776,41.156,23.479,4.0,SOFT,5.0,True,,,1,18.0,False
GAS,10,49.0,95.511,30.71,41.288,23.513,4.0,SOFT,6.0,True,,,1,18.0,False
GAS,10,50.0,95.228,30.647,41.016,23.565,4.0,SOFT,7.0,True,,,1,18.0,False
GAS,10,51.0,95.334,30.673,41.111,23.55,4.0,SOFT,8.0,True,,,1,18.0,False
GAS,10,52.0,95.511,30.714,41.158,23.639,4.0,SOFT,9.0,True,,,1,18.0,False
GAS,10,53.0,95.389,30.6,41.223,23.566,4.0,SOFT,10.0,True,,,1,18.0,False
GAS,10,54.0,95.853,30.833,41.349,23.671,4.0,SOFT,11.0,True,,,1,18.0,False
GAS,10,55.0,95.908,30.912,41.329,23.667,4.0,SOFT,12.0,True,,,1,18.0,True
GAS,10,56.0,96.086,30.888,41.288,23.91,4.0,SOFT,13.0,True,,,1,18.0,False
BOT,77,1.0,108.536,,43.737,24.122,1.0,SOFT,1.0,True,,,12,18.0,False
BOT,77,2.0,98.259,31.351,42.663,24.245,1.0,SOFT,2.0,True,,,1,18.0,False
BOT,77,3.0,98.837,31.119,43.321,24.397,1.0,SOFT,3.0,True,,,1,18.0,False
BOT,77,4.0,98.643,31.127,43.121,24.395,1.0,SOFT,4.0,True,,,1,18.0,False
BOT,77,5.0,100.087,31.083,44.295,24.709,1.0,SOFT,5.0,True,,,1,19.0,False
BOT,77,6.0,99.206,31.184,43.504,24.518,1.0,SOFT,6.0,True,,,1,19.0,False
BOT,77,7.0,98.654,31.034,43.072,24.548,1.0,SOFT,7.0,True,,,1,19.0,False
BOT,77,8.0,98.968,30.959,43.356,24.653,1.0,SOFT,8.0,True,,,1,19.0,False
BOT,77,9.0,99.425,31.373,43.349,24.703,1.0,SOFT,9.0,True,,,1,18.0,False
BOT,77,10.0,99.112,31.409,43.189,24.514,1.0,SOFT,10.0,True,,,12,15.0,False
BOT,77,11.0,99.187,31.524,43.182,24.481,1.0,SOFT,11.0,True,,,1,15.0,False
BOT,77,12.0,103.145,31.822,43.874,27.449,1.0,SOFT,12.0,True,4800.495,,1,14.0,False
BOT,77,13.0,121.081,54.41,42.543,24.128,2.0,HARD,1.0,True,,4827.061,1,19.0,False
BOT,77,14.0,96.454,30.501,42.067,23.886,2.0,HARD,2.0,True,,,1,18.0,False
BOT,77,15.0,97.287,31.063,42.254,23.97,2.0,HARD,3.0,True,,,1,18.0,False
BOT,77,16.0,97.718,31.204,42.422,24.092,2.0,HARD,4.0,True,,,1,18.0,False
BOT,77,17.0,97.765,31.183,42.454,24.128,2.0,HARD,5.0,True,,,1,18.0,False
BOT,77,18.0,97.918,31.142,42.597,24.179,2.0,HARD,6.0,True,,,1,18.0,False
BOT,77,19.0,97.662,30.897,42.483,24.282,2.0,HARD,7.0,True,,,1,18.0,False
BOT,77,20.0,98.285,31.078,42.852,24.355,2.0,HARD,8.0,True,,,1,17.0,False
BOT,77,21.0,97.73,31.02,42.534,24.176,2.0,HARD,9.0,True,,,1,17.0,False
BOT,77,22.0,97.998,31.34,42.454,24.204,2.0,HARD,10.0,True,,,1,17.0,False
BOT,77,23.0,98.18,31.375,42.575,24.23,2.0,HARD,11.0,True,,,1,17.0,False
BOT,77,24.0,98.146,31.186,42.705,24.255,2.0,HARD,12.0,True,,,1,17.0,False
BOT,77,25.0,98.262,31.299,42.697,24.266,2.0,HARD,13.0,True,,,1,17.0,False
BOT,77,26.0,98.308,31.266,42.752,24.29,2.0,HARD,14.0,True,,,1,17.0,False
BOT,77,27.0,98.426,31.325,42.741,24.36,2.0,HARD,15.0,True,,,1,17.0,False
BOT,77,28.0,98.595,31.285,42.889,24.421,2.0,HARD,16.0,True,,,1,16.0,False
BOT,77,29.0,98.654,31.344,42.981,24.329,2.0,HARD,17.0,True,,,1,15.0,False
BOT,77,30.0,101.252,31.469,42.763,27.02,2.0,HARD,18.0,True,6590.207,,1,16.0,False
BOT,77,31.0,,,42.63,23.793,3.0,HARD,1.0,True,,6665.158,1,19.0,False
BOT,77,32.0,96.763,30.988,42.106,23.669,3.0,HARD,2.0,True,,,1,19.0,False
BOT,77,33.0,96.202,30.95,41.558,23.694,3.0,HARD,3.0,True,,,1,19.0,False
BOT,77,34.0,98.009,32.25,42.108,23.651,3.0,HARD,4.0,True,,,1,19.0,False
BOT,77,35.0,96.578,30.892,41.986,23.7,3.0,HARD,5.0,True,,,1,19.0,False
BOT,77,36.0,96.792,30.8,41.963,24.029,3.0,HARD,6.0,True,,,1,19.0,False
BOT,77,37.0,98.008,31.511,42.24,24.257,3.0,HARD,7.0,True,,,1,19.0,False
BOT,77,38.0,97.774,31.497,42.346,23.931,3.0,HARD,8.0,True,,,1,19.0,False
BOT,77,39.0,97.189,31.047,42.287,23.855,3.0,HARD,9.0,True,,,1,19.0,False
BOT,77,40.0,97.393,30.903,42.672,23.818,3.0,HARD,10.0,True,,,1,19.0,False
BOT,77,41.0,96.437,30.804,41.851,23.782,3.0,HARD,11.0,True,,,1,19.0,False
BOT,77,42.0,96.374,30.9,41.717,23.757,3.0,HARD,12.0,True,,,1,19.0,False
BOT,77,43.0,96.569,30.907,41.761,23.901,3.0,HARD,13.0,True,,,1,19.0,False
BOT,77,44.0,96.63,30.844,41.917,23.869,3.0,HARD,14.0,True,,,1,19.0,False
BOT,77,45.0,96.663,30.916,41.985,23.762,3.0,HARD,15.0,True,,,1,19.0,False
BOT,77,46.0,96.297,30.825,41.72,23.752,3.0,HARD,16.0,True,,,1,19.0,False
BOT,77,47.0,96.604,30.873,41.907,23.824,3.0,HARD,17.0,True,,,1,19.0,False
BOT,77,48.0,96.765,30.913,41.993,23.859,3.0,HARD,18.0,True,,,1,19.0,False
BOT,77,49.0,96.91,31.028,42.029,23.853,3.0,HARD,19.0,True,,,1,19.0,False
BOT,77,50.0,96.91,31.025,41.997,23.888,3.0,HARD,20.0,True,,,1,19.0,False
BOT,77,51.0,96.819,31.019,41.936,23.864,3.0,HARD,21.0,True,,,1,19.0,False
BOT,77,52.0,96.949,30.997,41.98,23.972,3.0,HARD,22.0,True,,,1,19.0,False
BOT,77,53.0,99.035,30.979,42.128,25.928,3.0,HARD,23.0,True,,,1,19.0,False
BOT,77,54.0,97.095,30.705,42.292,24.098,3.0,HARD,24.0,True,,,1,19.0,False
BOT,77,55.0,97.205,31.026,42.195,23.984,3.0,HARD,25.0,True,,,1,19.0,False
BOT,77,56.0,97.956,31.235,42.521,24.2,3.0,HARD,26.0,True,,,1,19.0,False
SAR,2,1.0,105.921,,43.162,24.178,1.0,SOFT,1.0,True,,,12,15.0,False
SAR,2,2.0,98.481,31.096,43.005,24.38,1.0,SOFT,2.0,True,,,1,14.0,False
SAR,2,3.0,98.707,31.105,43.155,24.447,1.0,SOFT,3.0,True,,,1,14.0,False
SAR,2,4.0,98.39,31.044,42.904,24.442,1.0,SOFT,4.0,True,,,1,14.0,False
SAR,2,5.0,98.757,31.048,43.209,24.5,1.0,SOFT,5.0,True,,,1,14.0,False
SAR,2,6.0,98.582,31.037,42.981,24.564,1.0,SOFT,6.0,True,,,1,14.0,False
SAR,2,7.0,99.464,31.373,43.491,24.6,1.0,SOFT,7.0,True,,,1,14.0,False
SAR,2,8.0,99.58,31.566,43.336,24.678,1.0,SOFT,8.0,True,,,1,14.0,False
SAR,2,9.0,99.366,31.398,43.299,24.669,1.0,SOFT,9.0,True,,,1,13.0,False
SAR,2,10.0,,83.3,46.732,31.828,1.0,SOFT,10.0,True,4657.577,,12,20.0,False
SAR,2,11.0,132.438,64.866,42.959,24.613,2.0,HARD,1.0,True,,4693.302,1,20.0,False
SAR,2,12.0,98.493,31.666,42.766,24.061,2.0,HARD,2.0,True,,,1,20.0,False
SAR,2,13.0,100.989,31.427,43.601,25.961,2.0,HARD,3.0,True,,,1,20.0,False
SAR,2,14.0,101.47,34.301,43.043,24.126,2.0,HARD,4.0,True,,,1,20.0,False
SAR,2,15.0,97.594,31.044,42.414,24.136,2.0,HARD,5.0,True,,,1,20.0,False
SAR,2,16.0,101.37,34.383,42.896,24.091,2.0,HARD,6.0,True,,,1,20.0,False
SAR,2,17.0,99.758,31.181,42.77,25.807,2.0,HARD,7.0,True,,,1,20.0,False
SAR,2,18.0,98.077,31.257,42.709,24.111,2.0,HARD,8.0,True,,,1,20.0,False
SAR,2,19.0,97.742,31.201,42.532,24.009,2.0,HARD,9.0,True,,,1,20.0,False
SAR,2,20.0,97.82,31.11,42.663,24.047,2.0,HARD,10.0,True,,,1,20.0,False
SAR,2,21.0,98.009,31.167,42.681,24.161,2.0,HARD,11.0,True,,,1,20.0,False
SAR,2,22.0,97.728,31.115,42.516,24.097,2.0,HARD,12.0,True,,,1,20.0,False
SAR,2,23.0,97.621,31.065,42.487,24.069,2.0,HARD,13.0,True,,,1,20.0,False
SAR,2,24.0,99.437,31.076,42.618,25.743,2.0,HARD,14.0,True,,,1,20.0,False
SAR,2,25.0,99.093,32.025,42.881,24.187,2.0,HARD,15.0,True,,,1,20.0,False
SAR,2,26.0,97.859,31.152,42.533,24.174,2.0,HARD,16.0,True,,,1,20.0,False
SAR,2,27.0,98.288,31.178,42.806,24.304,2.0,HARD,17.0,True,,,1,20.0,False
SAR,2,28.0,100.535,31.128,42.603,26.804,2.0,HARD,18.0,True,6471.937,,1,20.0,False
SAR,2,29.0,121.581,52.601,45.132,23.848,3.0,HARD,1.0,True,,6497.08,1,20.0,False
SAR,2,30.0,95.715,30.623,41.483,23.609,3.0,HARD,2.0,True,,,1,20.0,False
SAR,2,31.0,96.713,30.539,42.489,23.685,3.0,HARD,3.0,True,,,1,20.0,False
SAR,2,32.0,96.563,30.82,41.868,23.875,3.0,HARD,4.0,True,,,1,20.0,False
SAR,2,33.0,97.433,30.732,42.718,23.983,3.0,HARD,5.0,True,,,1,20.0,False
SAR,2,34.0,96.475,30.708,41.944,23.823,3.0,HARD,6.0,True,,,1,20.0,False
SAR,2,35.0,96.859,31.015,42.023,23.821,3.0,HARD,7.0,True,,,1,20.0,False
SAR,2,36.0,96.462,30.805,41.808,23.849,3.0,HARD,8.0,True,,,1,20.0,False
SAR,2,37.0,96.785,30.826,42.127,23.832,3.0,HARD,9.0,True,,,1,20.0,False
SAR,2,38.0,96.732,30.786,42.026,23.92,3.0,HARD,10.0,True,,,1,20.0,False
SAR,2,39.0,97.016,30.987,42.097,23.932,3.0,HARD,11.0,True,,,1,20.0,False
SAR,2,40.0,99.817,30.76,42.614,26.443,3.0,HARD,12.0,True,7659.995,,1,20.0,False
SAR,2,41.0,120.282,55.516,41.323,23.443,4.0,SOFT,1.0,True,,7685.424,1,20.0,False
SAR,2,42.0,94.735,30.316,40.966,23.453,4.0,SOFT,2.0,True,,,1,20.0,False
SAR,2,43.0,95.001,30.462,41.076,23.463,4.0,SOFT,3.0,True,,,1,20.0,False
SAR,2,44.0,95.13,30.599,41.146,23.385,4.0,SOFT,4.0,True,,,1,20.0,False
SAR,2,45.0,95.333,30.587,41.272,23.474,4.0,SOFT,5.0,True,,,1,20.0,False
SAR,2,46.0,95.939,30.872,41.469,23.598,4.0,SOFT,6.0,True,,,1,20.0,False
SAR,2,47.0,96.729,30.667,42.237,23.825,4.0,SOFT,7.0,True,,,1,20.0,False
SAR,2,48.0,95.688,30.357,41.593,23.738,4.0,SOFT,8.0,True,,,1,20.0,False
SAR,2,49.0,95.59,30.638,41.303,23.649,4.0,SOFT,9.0,True,,,1,20.0,False
SAR,2,50.0,95.66,30.671,41.368,23.621,4.0,SOFT,10.0,True,,,1,20.0,False
SAR,2,51.0,95.972,30.781,41.539,23.652,4.0,SOFT,11.0,True,,,1,20.0,False
SAR,2,52.0,95.987,30.775,41.44,23.772,4.0,SOFT,12.0,True,,,1,20.0,False
SAR,2,53.0,96.088,30.798,41.61,23.68,4.0,SOFT,13.0,True,,,1,20.0,False
SAR,2,54.0,99.614,32.179,43.748,23.687,4.0,SOFT,14.0,True,,,1,20.0,False
SAR,2,55.0,96.209,30.671,41.782,23.756,4.0,SOFT,15.0,True,,,1,20.0,False
